product_id,cat,price
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,89.99
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,79.99
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,79.99
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,79.99
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,79.99
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,79.99
ce5b91848b91118daffb3af53b747475,esporte_lazer,19.9
5370b82a213393979691c98074265584,bebes,103.37
5370b82a213393979691c98074265584,bebes,103.37
5370b82a213393979691c98074265584,bebes,103.37
b8dac5113b06a97e64943234522572b9,automotivo,115
750cf819d127191920eda79a4b6fb479,eletronicos,24
750cf819d127191920eda79a4b6fb479,eletronicos,24
e6af694343b45b56304ad91974a110b9,utilidades_domesticas,79.99
e6af694343b45b56304ad91974a110b9,utilidades_domesticas,79.99
e6af694343b45b56304ad91974a110b9,utilidades_domesticas,79.99
680874c570dad71c0a2844cfbf417054,moveis_decoracao,39
680874c570dad71c0a2844cfbf417054,moveis_decoracao,39
680874c570dad71c0a2844cfbf417054,moveis_decoracao,39
680874c570dad71c0a2844cfbf417054,moveis_decoracao,39
680874c570dad71c0a2844cfbf417054,moveis_decoracao,39
680874c570dad71c0a2844cfbf417054,moveis_decoracao,39
680874c570dad71c0a2844cfbf417054,moveis_decoracao,39
680874c570dad71c0a2844cfbf417054,moveis_decoracao,39
8b3a9476f74f5297f7ff0ec6d95fe1ea,moveis_decoracao,139.9
1c6fb703c624b381a20f21f757694866,brinquedos,96.4
1c6fb703c624b381a20f21f757694866,brinquedos,97.88
db46052aed7dff59ba38cf2fe29b87f9,cama_mesa_banho,107.6
b864b103180d5a6a3f830e67f93e8735,bebes,83.9
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,379.99
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,559.99
83b9bc6aae6f527ff6aafb9e01d6cbf3,brinquedos,129.99
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,599
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,618
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,618
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,599
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,637.3
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,599
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,599
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,618
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,572
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,642.3
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,618
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,637.3
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,599
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,610
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,39.9
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,39.9
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,39.9
c3b7e4d83e530c27a8e6368296aece48,moveis_decoracao,148
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,95.9
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,89.9
5eaa343860dc445b3fd43d1b682809fd,esporte_lazer,1090
b5cfb1d3c5e435a7a52227e08f220ee7,cool_stuff,49.9
334479e94cba98064050db1c9636e244,automotivo,59.9
3fcd8dfe610c62edfb51de2630cd9ef4,bebes,229
4c8056caed5757810b9a68b83c3759e6,malas_acessorios,169.9
30e77af9e7759bbaa0305d2fbc605dc4,fashion_calcados,349.9
92bf5d2084dfbcb57d9db7838bac5cd0,telefonia,25.99
fdeb34a9f03fea7c3937dd62d1d0287e,cool_stuff,53.9
1065dbb6b0bf03daaedab1236979e296,papelaria,169
0d826eba8e0a2ae3bca9e3a947dd756d,brinquedos,149
0d826eba8e0a2ae3bca9e3a947dd756d,brinquedos,149
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,121.87
4e04ffb7dd3739ecfc37de8927dd586c,papelaria,59
36555a2f528d7b2a255c504191445d39,beleza_saude,29.9
22937a73f92a33040ab4e2540355a5d8,fashion_bolsas_e_acessorios,79.9
dc21247da0290904ffbbcd5953c76f95,papelaria,58
9020ce7adcc384b2899ae87ddc54767b,papelaria,136
bfc1d1c62b1f7f401d8d9dda962bb870,esporte_lazer,99.9
6fef6d87bb6c2eb11d57a967209219a8,ferramentas_jardim,7.79
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,599
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,599
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,599
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,599
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,599
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,599
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,599
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,599
94080f9219044d897195e2be145945dc,automotivo,178.9
d0389f20b3d11de54e1e4561df147683,casa_construcao,452.6
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,99.9
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,99.9
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,99.9
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,99.9
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,99.9
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,138.9
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,138.9
556702ebb73d3786a852ad3d5a8ad268,construcao_ferramentas_construcao,169
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,59
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,64.9
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,64.9
278b3c6462e86b4556b99989513ddf73,eletroportateis,29.99
0d009643171aee696f4733340bc2fdd0,perfumaria,339
0d009643171aee696f4733340bc2fdd0,perfumaria,275
0d009643171aee696f4733340bc2fdd0,perfumaria,339
0d009643171aee696f4733340bc2fdd0,perfumaria,339
0d009643171aee696f4733340bc2fdd0,perfumaria,339
0d009643171aee696f4733340bc2fdd0,perfumaria,339
0d009643171aee696f4733340bc2fdd0,perfumaria,339
0d009643171aee696f4733340bc2fdd0,perfumaria,319.9
0d009643171aee696f4733340bc2fdd0,perfumaria,339
0d009643171aee696f4733340bc2fdd0,perfumaria,339
0d009643171aee696f4733340bc2fdd0,perfumaria,275
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,149
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,149
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,57
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,255
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,255
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,253
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,219.9
3569d4374a919941a50f57371b1dc93d,beleza_saude,99.9
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,180
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,180
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,180
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,355.99
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,355.99
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,405.99
b1eae565a61935e0011ee7682fef9dc9,perfumaria,399.9
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,239
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,89.9
c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,649.9
7f34b85142d1ef9e077a0da9ada27385,moveis_decoracao,119.9
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,139.9
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,89.9
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,126
adf591c625cb265c12bc6749d3a2f757,beleza_saude,32
adf591c625cb265c12bc6749d3a2f757,beleza_saude,32
adf591c625cb265c12bc6749d3a2f757,beleza_saude,32
adf591c625cb265c12bc6749d3a2f757,beleza_saude,32
adf591c625cb265c12bc6749d3a2f757,beleza_saude,32
adf591c625cb265c12bc6749d3a2f757,beleza_saude,32
adf591c625cb265c12bc6749d3a2f757,beleza_saude,32
adf591c625cb265c12bc6749d3a2f757,beleza_saude,32
adf591c625cb265c12bc6749d3a2f757,beleza_saude,29.9
adf591c625cb265c12bc6749d3a2f757,beleza_saude,29.9
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,49.9
64c8f1a52b407d92518a1f8b79240a70,telefonia,28.9
64c8f1a52b407d92518a1f8b79240a70,telefonia,19.99
af16005fca813272caf59c432153949e,moveis_decoracao,75.9
af16005fca813272caf59c432153949e,moveis_decoracao,75.9
af16005fca813272caf59c432153949e,moveis_decoracao,75.9
af16005fca813272caf59c432153949e,moveis_decoracao,75.9
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,59.9
d8a405c732027a2af3187b031890933d,automotivo,29.9
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,689
3f0f8de616df6efb39a48f3c64eea974,cama_mesa_banho,40
6ddc95e87149457c4c5177b0a474a9ba,moveis_decoracao,9.99
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,298
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,65
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,65
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,65
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,65
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,65
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,65
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,65
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,65
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,199.99
c18c01e09509a509e2b88d3ed40c580e,bebes,229.99
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,63.9
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,89.9
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,83
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,219.9
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,46.99
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,46.99
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,46.99
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,139.9
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,49.9
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,49.9
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,49.9
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,49.9
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,49.9
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,49.9
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,119.85
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,119.85
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,119.85
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,119.85
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,113.85
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,119.85
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,119.85
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,119.85
b6f3b8136ba8302906df7e11ff908751,pet_shop,399
b6f3b8136ba8302906df7e11ff908751,pet_shop,399
b6f3b8136ba8302906df7e11ff908751,pet_shop,399
b6f3b8136ba8302906df7e11ff908751,pet_shop,399
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,24.2
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,24.2
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,24.2
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,24.2
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,24.2
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,24.2
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,77
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,77
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,77
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,77
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,77
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,95.9
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,95
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,95.9
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,99.9
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,117.99
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,117.99
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,117.99
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,117.99
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,117.99
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,117.99
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,117.99
7f6308ba4057a6a740af7b4dcfb79c13,telefonia,39.99
1eb4a9aee05c9cad041e09add2a26d68,malas_acessorios,47.9
8da90b37f0fb171b4877c124f965b1f6,perfumaria,137.9
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,136
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,136
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,49.9
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,44.9
f17b05cc8a7651896df8c30884200e9a,climatizacao,110.3
55ec10b39713ee81ee2c5bcb558cf866,fashion_bolsas_e_acessorios,13.3
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,47.9
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,209.9
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,209.9
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,209.9
ac5bae85a895724330c4acddd581b02b,telefonia,199
ac5bae85a895724330c4acddd581b02b,telefonia,199
ac5bae85a895724330c4acddd581b02b,telefonia,199
cbaff83e2c00a2b731d27276bbf52082,artes,250
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,99.88
1e12f1836c1f08b25ef78fcdf76fbf08,ferramentas_jardim,74.14
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,38
60cf4effb6947283fa638d570bd07318,bebes,269
51fed4afb1b41d00ad9d25a73b7fbbc7,consoles_games,29.99
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,13.1
65a6462e42e05ab3b8dc613566736825,malas_acessorios,181
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,109
70d1bd3a042448105a71d0b41ecbc96b,consoles_games,168.99
0075c14603d80515e20908c156ceb47b,esporte_lazer,49.9
0075c14603d80515e20908c156ceb47b,esporte_lazer,49.9
5a42f73d92034010a4e00360fb0df099,esporte_lazer,37.48
5a42f73d92034010a4e00360fb0df099,esporte_lazer,41.58
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,125
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,125
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,132
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,125
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,125
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,697.9
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,709.9
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,674.9
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,718.9
87fb220044e9aca16fbec51c6c997aa0,relogios_presentes,99
484bf1dff778a416389aafd0dee1cb11,brinquedos,60
3cef8174403f4fdedbf24fa67fa9f132,bebes,799.99
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,179.9
8d6cb00151d423c52855385c89f0bae8,automotivo,479.99
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,39.99
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,39.99
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,319.9
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,29.99
fc2edee55f4118969f4dc49f7a717605,automotivo,179.49
fc2edee55f4118969f4dc49f7a717605,automotivo,179.49
fc2edee55f4118969f4dc49f7a717605,automotivo,179.49
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,110
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,189
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,189
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,159
50556c630443502c11acde1c320fe278,beleza_saude,129.9
50556c630443502c11acde1c320fe278,beleza_saude,129.9
50556c630443502c11acde1c320fe278,beleza_saude,129.9
88d2c501ec765f5d7e8038fa6aab0e62,beleza_saude,24.99
722fb67c17907e21734449c091420bf5,utilidades_domesticas,110
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,879
1ffe365aa7583189e63f2fa4f060b269,esporte_lazer,547.99
3014e35fd70fce29095ced5cdc89f4ce,telefonia,23.77
3014e35fd70fce29095ced5cdc89f4ce,telefonia,24.89
3014e35fd70fce29095ced5cdc89f4ce,telefonia,24.89
e869d449cc32881790ef9af9b4c670f8,moveis_escritorio,399.9
a1b3a75aaaee5c9a683f2266c088f720,relogios_presentes,399.9
7fdbc1ecf5fdf5c98d9b14e110133eb3,esporte_lazer,17.33
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,23.99
1cf39a397efa955b102a52ee7ec5531c,automotivo,499.99
f9471562478eba8761bc985b968a0092,utilidades_domesticas,54.9
f9471562478eba8761bc985b968a0092,utilidades_domesticas,54.9
f9471562478eba8761bc985b968a0092,utilidades_domesticas,54.9
f9471562478eba8761bc985b968a0092,utilidades_domesticas,54.9
f9471562478eba8761bc985b968a0092,utilidades_domesticas,54.9
f9471562478eba8761bc985b968a0092,utilidades_domesticas,85
f9471562478eba8761bc985b968a0092,utilidades_domesticas,54.9
f9471562478eba8761bc985b968a0092,utilidades_domesticas,54.9
e96bac5656eaec25f3d76757fa16d9d3,casa_construcao,119.85
16b06ede456b922e56fbb4b3818aa875,fashion_bolsas_e_acessorios,34.9
c7147724cd430269c6296fc758c0a086,utilidades_domesticas,42
dbb399a8be7395d5b136d49fcdce13df,informatica_acessorios,119.9
ed46d1fbd7bf78ce79910c09fb892abb,esporte_lazer,109
d458378a178cd7cae60052319cebf235,papelaria,131
596363933adf57df745ecbc8afeec226,esporte_lazer,73.88
4473f3e5c65952b074ef987fa5c24662,telefonia,29.99
4473f3e5c65952b074ef987fa5c24662,telefonia,27.99
4473f3e5c65952b074ef987fa5c24662,telefonia,27.99
4473f3e5c65952b074ef987fa5c24662,telefonia,29.99
